,drug_name,generic_code,global_name,drug_type,how_to_use,license_owner,license_expire,price,unit_price,GTIN,IRC,count_per_package,package_image,drug_image,usage,effect_process,farmakokintik,warnings,side_effects,Interference,advices,drug_url
10,AVISIROX,51954,DEFERASIROX TABLET ORAL 180 mg,TABLET,ORAL,داروسازی اوه سینا,1400/11/15,"[{'insurance': 'tamin', 'MinPrice': 31000, 'MaxPrice': 37000}, {'insurance': 'salamat', 'MinPrice': 250, 'MaxPrice': 250}, {'insurance': 'salamat', 'MinPrice': 250, 'MaxPrice': 250}, {'insurance': 'niro_mosalah', 'MinPrice': 400, 'MaxPrice': 400}]",22000,06260617401759,6678268123699829,80 TABLET in 8 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=2e85b7b9-8339-4f14-85af-2dcd50a694bd,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=2e85b7b9-8339-4f14-85af-2dcd50a694bd,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/28072
11,RANITIDINE,10188,RANITIDINE TABLET ORAL 150 mg,TABLET,ORAL,صنعتی کیمیدارو,1402/05/06,"[{'insurance': 'tamin', 'MinPrice': 1100, 'MaxPrice': 1600}, {'insurance': 'salamat', 'MinPrice': 4600, 'MaxPrice': 4600}, {'insurance': 'niro_mosalah', 'MinPrice': 60000, 'MaxPrice': 60000}]",1300,06260182910823,3661141235975175,100 TABLET in 10 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=7e81f9fd-cf64-4054-8a7f-3fcf527fe66f,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=7e81f9fd-cf64-4054-8a7f-3fcf527fe66f,رانيتيدين در درمان كوتاه مدت زخم¬‌هاي فعال دوازدهه يا زخم‌¬هاي فعال و خوش¬خيم معده، برگشت محتويات معده به مري، پیشگیری از ایجاد زخم معده یا دوازدهه مصرف می شود.,,,"1- در سيروز كبدي و ناراحتي‎‌¬هاي كليوي متوسط تا شديد، خطر بروز عوارض جانبي به-خصوص عوارض عصبي دارو وجود دارد.
2- مصرف اين دارو بيش از 12 هفته مداوم توصيه نمی‌شود.
3- این دارو ممکن است علائم سرطان معده یا دوازدهه را بپوشاند.","1- در سيروز كبدي و ناراحتي‎‌¬هاي كليوي متوسط تا شديد، خطر بروز عوارض جانبي به-خصوص عوارض عصبي دارو وجود دارد.
2- مصرف اين دارو بيش از 12 هفته مداوم توصيه نمی‌شود.
3- این دارو ممکن است علائم سرطان معده یا دوازدهه را بپوشاند.",جذب اين دارو در حضور آنتي¬‎اسيد‌ها كاهش مي‎¬يابد.,كشيدن سيگار موجب كاهش اثر اين دارو می‌¬شود.,https://irc.fda.gov.ir/NFI/Detail/208
12,SILVER SULFADIAZINE-EMAD,52301,SILVER SULFADIAZINE CREAM TOPICAL 1 % 50GRAM,CREAM,TOPICAL,عماد درمان پارس,1401/11/01,"[{'insurance': 'tamin', 'MinPrice': 470, 'MaxPrice': 1000}, {'insurance': 'niro_mosalah', 'MinPrice': 1600, 'MaxPrice': 1600}]",55000,06260349400419,8420927742448421,1 TUBE in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=a709ff1c-4192-447f-9816-004622126f7c,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=a709ff1c-4192-447f-9816-004622126f7c,سولفاديازين نقره‎ براي پيش¬گيري و درمان عفونت ناشي از سوختگي¬هاي درجه 2 و 3، درمان كوتاه مدت عفونت زخم¬هاي پا، پيش¬گيري از عفونت محل برداشت پوست در پيوند پوست و سایيدگي وسيع پوست و درمان زخم¬‌هاي سرانگشت مصرف می¬‌شود.,,,"1-  در صورت وجود نارسایی كبدي و كليوي و كمبود G6PD با احتياط مصرف شود.
2-  خطر بروز كرنيكتروس در نوزادان نارس و نوزادان كم¬تر از دو ماه وجود دارد.
3-  درمان سطوح وسيع پوست با این دارو ممكن است منجر به ایجاد غلظت‎‌¬هاي درماني دارو در پلاسما و احتمال بروز عوارض جانبي يا تداخلات دارويي مشابه سولفوناميد‌ها گردد.","1-  در صورت وجود نارسایی كبدي و كليوي و كمبود G6PD با احتياط مصرف شود.
2-  خطر بروز كرنيكتروس در نوزادان نارس و نوزادان كم¬تر از دو ماه وجود دارد.
3-  درمان سطوح وسيع پوست با این دارو ممكن است منجر به ایجاد غلظت‎‌¬هاي درماني دارو در پلاسما و احتمال بروز عوارض جانبي يا تداخلات دارويي مشابه سولفوناميد‌ها گردد.",,,https://irc.fda.gov.ir/NFI/Detail/8866
13,CLARITHROMYCIN,52342,CLARITHROMYCIN TABLET ORAL 500 mg,TABLET,ORAL,داروسازی تولید دارو,1403/05/26,"[{'insurance': 'tamin', 'MinPrice': 815000, 'MaxPrice': 815000}, {'insurance': 'niro_mosalah', 'MinPrice': 75000, 'MaxPrice': 75000}]",36000,06260803061316,6824398758990257,20 TABLET in 2 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/8592
14,NITROLINGUAL,17228,NITROGLYCERIN SPRAY SUBLINGUAL 400 ug/1{dose} 200DOSE,SPRAY,SUBLINGUAL,G. Pohl-boskamp Gmbh & Co. Kg,1401/12/21,"[{'insurance': 'niro_mosalah', 'MinPrice': 1450000, 'MaxPrice': 1450000}]",260000,06268055700427,8857915113784010,"1 BOTTLE, SPRAY in 1 BOX",https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/21444
15,CEFIXIME,22698,CEFIXIME TABLET ORAL 400 mg,TABLET,ORAL,پارس دارو,1401/12/13,"[{'insurance': 'tamin', 'MinPrice': 50000, 'MaxPrice': 50000}, {'insurance': 'salamat', 'MinPrice': 2150, 'MaxPrice': 2150}, {'insurance': 'niro_mosalah', 'MinPrice': 1730, 'MaxPrice': 1730}]",11200,06260113701223,9185016592065420,10 TABLET in 1 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=266428f5-2d26-4ce7-bd4f-b5b6f3ba06da,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=266428f5-2d26-4ce7-bd4f-b5b6f3ba06da,سفكسيم يك سفالوسپورين نسل سوم است كه در درمان عفونت¬هاي حاد سوزاك، عفونت گوش مياني، فارنژيت، عفونت¬هاي بخش تحتاني دستگاه تنفس و عفونت¬هاي مجاري ادراري ناشي از باكتري¬هاي حساس به اين دارو مصرف می¬شود.,,,,,,,https://irc.fda.gov.ir/NFI/Detail/29851
16,VALSARTAN,52222,VALSARTAN TABLET ORAL 160 mg,TABLET,ORAL,داروسازی اوه سینا,1398/11/06,"[{'insurance': 'tamin', 'MinPrice': 480, 'MaxPrice': 480}, {'insurance': 'niro_mosalah', 'MinPrice': 20500, 'MaxPrice': 20500}]",9200,06260617401490,9693725330379852,60 TABLET in 6 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=d24a0513-8341-4f17-b788-0c05d42c2ea6,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=d24a0513-8341-4f17-b788-0c05d42c2ea6,"این دارو در کنترل پرفشاری خون، در بیماران قلبی-عروقی مبتلا به نارسایی عملکرد بطن چپ پس از انفارکتوس میوکارد و در کنترل نارسایی قلبی مصرف می¬شود.
والزارتان به صورت ترکیبی با هیدروکلرتیازید یا آملودیپین در یک قرص واحد نیز در بازار وجود دارد. به بخش اشکال داروئی مراجعه شود.",,,در بیماران مبتلا به نارسایی کبد، سیروز و انسداد مجرای صفراوی باید با احتیاط فراوان مصرف شود.,در بیماران مبتلا به نارسایی کبد، سیروز و انسداد مجرای صفراوی باید با احتیاط فراوان مصرف شود.,در بيماراني كه از مدرها استفاده می¬کنند، كاهش علامتي فشار خون پس از شروع درمان با این دارو بروز مي¬نمايد.,,https://irc.fda.gov.ir/NFI/Detail/18714
17,DICYCLOMINE-EMAD,10915,DICYCLOMINE HYDROCHLORIDE ELIXIR ORAL 10 mg/5mL 60MILLILITER,ELIXIR,ORAL,عماد درمان پارس,1401/08/01,"[{'insurance': 'tamin', 'MinPrice': 920, 'MaxPrice': 1450}, {'insurance': 'salamat', 'MinPrice': 6150, 'MaxPrice': 6150}, {'insurance': 'niro_mosalah', 'MinPrice': 6150, 'MaxPrice': 6150}]",78000,06260349400891,5610875463706655,60 MILLILITER in 1 BOTTLE,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,دي¬‎سيكلومين در درمان ناراحتي‎¬‌هاي دستگاه گوارش كه همراه با اسپاسم عضلات صاف می‌-باشد، استفاده می¬‌گردد.,,,,,مصرف همزمان اين دارو، با دارو‌هاي تضعیف کننده CNS ممکن است اثر آن¬ها را تشديد نمايد. در صورت مصرف همزمان اين دارو با دارو‌هاي ضدافسردگي سه¬حلقه¬اي، آنتي-‎هيستامين‎¬‌ها، ضدجنون¬‎‌ها و دارو‌هاي دوپامينرژيك، اثرات ضد‎¬كولينرژيك اين دارو‌ها ممکن است تشديد گردد. مصرف همزمان دي¬‎سيكلومين با كتوكونازول ممکن است باعث كاهش جذب آن شود. مصرف همزمان این دارو به همراه فرمولاسیون¬های جامد پتاسیم کلراید ممکن است با خون ریزی قسمت فوقانی دستگاه گوارش، زخم روده کوچک و انسداد همراه باشد. مصرف همزمان دی¬سیکلومین با توپیرامات ممکن است به افزایش شدید دمای بدن منجر شود.,"1- براي كاهش تحريك معده، ‌اين دارو همراه با غذا مصرف شود.
2- از مصرف دارو‌هاي آنتی¬اسيد يا دارو‌هاي ضداسهال با فاصله كمتر از 2-1 ساعت از مصرف اين دارو، باید خودداري گردد.
3- در صورت فعاليت شديد به ¬ویژه در هواي گرم احتمال بالا رفتن دماي بدن وجود دارد.
4- پس از مصرف اين دارو از كار با وسايل و ماشین¬آلاتي كه نیاز به هوشياري دارند، از جمله رانندگي خودداري گردد.
5- از تزريق وريدي اين دارو باید خودداري شود.",https://irc.fda.gov.ir/NFI/Detail/27875
18,ENOXARIN,18430,ENOXAPARIN SODIUM INJECTION PARENTERAL 100 mg/1mL 0.4MILLILITER,INJECTION,PARENTERAL,داروسازی تهران شیمی,1401/03/21,"[{'insurance': 'niro_mosalah', 'MinPrice': 1100, 'MaxPrice': 1100}]",280000,06260136655060,9669700701473850,"2 PACKAGE, COMBINATION in 1 BOX",https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=2df9b6f5-390e-4cb0-a2b2-fe8b9147cdd2,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=2df9b6f5-390e-4cb0-a2b2-fe8b9147cdd2,انوكساپارين در پيش¬گيري و درمان ترومبوز وريدهاي عمقي و ترومبوآمبولي ريوي، جلوگيري از انعقاد خون در گردش خون خارج بدن طي جراحي قلب و روش‌¬هاي دياليز، به عنوان داروي كمكي در درمان آنژين ناپايدار، آمبولي شرياني محيطي و كاهش خطر بروز ترومبوز مغزي و مرگ در بيماراني كه دچار حمله پيش¬‌رونده شديد و ناگهاني مي¬‌شوند، مصرف مي¬‌شود.,,,,,,,https://irc.fda.gov.ir/NFI/Detail/8935
19,AMIPHEN,10031,"ACETAMINOPHEN SOLUTION, DROPS ORAL 100 mg/1mL 15MILLILITER","SOLUTION, DROPS",ORAL,داروسازی امین,1403/02/24,"[{'insurance': 'niro_mosalah', 'MinPrice': 1560, 'MaxPrice': 1560}]",45000,06260154967718,6088773567226096,1 BOTTLE in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=e0d36619-3446-4e48-9bd1-021c0e7c8cf9,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=e0d36619-3446-4e48-9bd1-021c0e7c8cf9,استامينوفن در تسكين درد‌هاي ملايم تا متوسط و به¬ عنوان ضدتب به ¬كار می¬‌رود.,,,"1-  در بيماران ديابتي، احتمال مثبت شدن كاذب تست قندخون وجود دارد.
2-  در صورت وجود بيماري كبد و هپاتيت ويروسي با احتياط فراوان مصرف شود.","1-  در بيماران ديابتي، احتمال مثبت شدن كاذب تست قندخون وجود دارد.
2-  در صورت وجود بيماري كبد و هپاتيت ويروسي با احتياط فراوان مصرف شود.",كلستيرامين جذب استامينوفن را كاهش و متوكلوپراميد موجب تسريع جذب آن می¬‌شود. مصرف همزمان اين دارو با ساير دارو‌هاي ضددرد و ضدالتهاب غيراستروئيدي ممكن است عوارض كليوي را افزايش دهد.,در مصرف طولاني يا بيماران مبتلا به الكليسم احتمال آسيب كبدي تشديد مي¬گردد.,https://irc.fda.gov.ir/NFI/Detail/1724
20,DICLOFENAC-EMAD,10915,DICLOFENAC SODIUM SUPPOSITORY RECTAL 100 mg,SUPPOSITORY,RECTAL,عماد درمان پارس,1401/11/01,"[{'insurance': 'tamin', 'MinPrice': 1600, 'MaxPrice': 1800}, {'insurance': 'salamat', 'MinPrice': 54100, 'MaxPrice': 54100}, {'insurance': 'niro_mosalah', 'MinPrice': 45000, 'MaxPrice': 45000}]",10900,06260349400969,9065598372282706,10 SUPPOSITORY in 2 STRIP in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=5d80714f-9d22-447f-94f9-359bd54f8375,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=5d80714f-9d22-447f-94f9-359bd54f8375,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/28826
21,AZITHROMYCIN,13434,"AZITHROMYCIN INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg","INJECTION, POWDER, FOR SOLUTION",PARENTERAL,آفا شیمی,1402/02/30,"[{'insurance': 'tamin', 'MinPrice': 19600, 'MaxPrice': 41000}, {'insurance': 'salamat', 'MinPrice': 3200, 'MaxPrice': 3200}, {'insurance': 'niro_mosalah', 'MinPrice': 11000, 'MaxPrice': 11000}]",180000,06260283801112,9132933785701170,"10 VIAL, GLASS in 1 BOX",https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=6d350d8d-0aa5-43da-88b3-170ed2752711,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=6d350d8d-0aa5-43da-88b3-170ed2752711,آزيترومايسين در درمان عفونت¬هاي مجاري تنفسي، التهاب گوش مياني، عفونت¬هاي پوست و بافت¬هاي نرم، عفونت-هاي تناسلي بدون درگیری كلاميديايي و التهاب غيرگونوكوكي پيشابراه مصرف می¬شود.,,,درصورت ابتلاي بيمار به تاكي¬كاردي بطني و پورفيري باید با احتياط فراوان مصرف شود.,درصورت ابتلاي بيمار به تاكي¬كاردي بطني و پورفيري باید با احتياط فراوان مصرف شود.,,نكات قابل توصيه: یک ساعت قبل یا دو ساعت پس از غذا مصرف شود.,https://irc.fda.gov.ir/NFI/Detail/29867
22,CELLCRISTIN,10932,VINCRISTINE SULFATE INJECTION PARENTERAL 1 mg/1mL 1MILLILITER,INJECTION,PARENTERAL,STADAPHARM GmBH(ex Cell Pharm),1401/06/13,"[{'insurance': 'tamin', 'MinPrice': 450, 'MaxPrice': 4000}, {'insurance': 'salamat', 'MinPrice': 7500, 'MaxPrice': 7500}, {'insurance': 'niro_mosalah', 'MinPrice': 1000, 'MaxPrice': 1000}]",247000,04150072896820,1477720395741554,"10 VIAL, GLASS in 1 BOX",https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,وين¬‎كريستين در درمان لوسمي لنفوبلاستيك حاد و لنفوسیتيك مزمن و ميلوسيتيك مزمن، نوروبلاستوم، تومور ويلمز، كارسينوم سینه، ريه، تخمدان و كولوركتال، لنفوم هوچكيني و غيرهوچكيني و لنفوساركوم و ساركوم رتيكولوم، ساركوم رشته‎‌¬هاي عضلات مخطط و ساركوم اوينگ و ساركوم استئوژنيك، ملانوماي بدخيم، ميلوم مولتيپل و تومور‌هاي سلول تخمدان، ميكوزفونگوئيد و ترومبوسيتوپني پورپوراي ايديوپاتيك مقاوم به درمان مصرف می¬‌شود.,,,"1- وين‎¬كريستين ممكن است موجب افزايش خطر ايجاد كارسينوم¬‎‌هاي ثانويه شود.
2- در موارد نارسایی كبد، عفونت، كاهش گویچه‌¬هاي سفيدخون يا بيماري‎‌هاي عصبي- عضلاني با احتياط فراوان تجويز شود.","1- وين‎¬كريستين ممكن است موجب افزايش خطر ايجاد كارسينوم¬‎‌هاي ثانويه شود.
2- در موارد نارسایی كبد، عفونت، كاهش گویچه‌¬هاي سفيدخون يا بيماري‎‌هاي عصبي- عضلاني با احتياط فراوان تجويز شود.",در صورت مصرف همزمان با آلوپورينول و كولشي¬سين تنظيم مقدار مصرف دارو‌هاي ضدنقرس ضروري است. مصرف همزمان با آسپاراژيناز ممكن است منجر به افزايش خطر مسموميت عصبي شود.,,https://irc.fda.gov.ir/NFI/Detail/28085
23,EZONIUM ABIDI,50464,"ESOMEPRAZOLE CAPSULE, DELAYED RELEASE ORAL 20 mg","CAPSULE, DELAYED RELEASE",ORAL,داروسازی دکتر عبیدی,1402/11/07,"[{'insurance': 'tamin', 'MinPrice': 2600, 'MaxPrice': 3450}, {'insurance': 'niro_mosalah', 'MinPrice': 860, 'MaxPrice': 860}]",4400,06260154645098,2994993276636338,"14 CAPSULE, DELAYED RELEASE in 2 BLISTER PACK in 1 BOX",https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=a16647b7-0fd0-4984-a1dc-69d0a2fa5951,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=a16647b7-0fd0-4984-a1dc-69d0a2fa5951,این دارو درمان زخم¬‎‌هاي خوش¬خيم معده و دوازدهه، زخم‌¬هاي وابسته به هليكوباكتر پيلوري، سندرم زولينگر– اليسون، به منظور كاهش اسيد معده در جراحي و پيشگيري كوتاه¬مدت بازگشت محتويات معده به مري و درمان مصرف می شود.,,,"1- در نارسایی شدید کبدی حداکثر مقدار روزانه 20 میلی¬گرم در بزرگسالان و 10 میلی¬گرم در کودکان است. 
2- این دارو می¬تواند علائم سرطان معده را بپوشاند. 
3- بیمارانی که در ریسک استئوپورز هستند باید مقادیر کافی کلسیم و ویتامین دی دریافت کنند.","1- در نارسایی شدید کبدی حداکثر مقدار روزانه 20 میلی¬گرم در بزرگسالان و 10 میلی¬گرم در کودکان است. 
2- این دارو می¬تواند علائم سرطان معده را بپوشاند. 
3- بیمارانی که در ریسک استئوپورز هستند باید مقادیر کافی کلسیم و ویتامین دی دریافت کنند.",این دارو یک مهارکننده ایزوآنزیم های کبدی است و می¬تواند با داروهایی که سوبسترای این آنزیم هستند تداخل داشته باشد.,دارو حداقل یک ساعت قبل از غذا (صبحانه) مصرف شود.,https://irc.fda.gov.ir/NFI/Detail/25345
24,ACETACODINE,50610,ACETAMINOPHEN / CODEINE PHOSPHATE TABLET ORAL 300 mg/20 mg,TABLET,ORAL,سبحان دارو,1404/01/18,"[{'insurance': 'tamin', 'MinPrice': 1769000, 'MaxPrice': 1769000}, {'insurance': 'niro_mosalah', 'MinPrice': 179300, 'MaxPrice': 179300}]",2880,06260538411745,8345469859623027,100 TABLET in 10 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=36652ca2-8e79-421c-a553-828ac942a8b5,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=36652ca2-8e79-421c-a553-828ac942a8b5,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/15249
25,ENOXAPARIN,18006,ENOXAPARIN SODIUM INJECTION PARENTERAL 100 mg/1mL 0.4MILLILITER,INJECTION,PARENTERAL,دارو سازی اسوه,1400/12/12,"[{'insurance': 'niro_mosalah', 'MinPrice': 900, 'MaxPrice': 900}]",280000,06260174441830,8432914911650999,0.4 MILLILITER in 1 SYRINGE,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=3a189c2b-7457-452c-8dbb-89d679487d85,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=3a189c2b-7457-452c-8dbb-89d679487d85,انوكساپارين در پيش¬گيري و درمان ترومبوز وريدهاي عمقي و ترومبوآمبولي ريوي، جلوگيري از انعقاد خون در گردش خون خارج بدن طي جراحي قلب و روش‌¬هاي دياليز، به عنوان داروي كمكي در درمان آنژين ناپايدار، آمبولي شرياني محيطي و كاهش خطر بروز ترومبوز مغزي و مرگ در بيماراني كه دچار حمله پيش¬‌رونده شديد و ناگهاني مي¬‌شوند، مصرف مي¬‌شود.,,,,,,,https://irc.fda.gov.ir/NFI/Detail/9919
26,ENOXAPARIN,13973,ENOXAPARIN SODIUM INJECTION PARENTERAL 100 mg/1mL 0.6MILLILITER,INJECTION,PARENTERAL,دارو سازی اسوه,1402/06/13,"[{'insurance': 'niro_mosalah', 'MinPrice': 2200, 'MaxPrice': 2200}]",304000,06260174441885,6462620714736012,0.6 MILLILITER in 1 SYRINGE,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=8c0567d7-32e0-43d6-afd3-4acfb85db952,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=8c0567d7-32e0-43d6-afd3-4acfb85db952,انوكساپارين در پيش¬گيري و درمان ترومبوز وريدهاي عمقي و ترومبوآمبولي ريوي، جلوگيري از انعقاد خون در گردش خون خارج بدن طي جراحي قلب و روش‌¬هاي دياليز، به عنوان داروي كمكي در درمان آنژين ناپايدار، آمبولي شرياني محيطي و كاهش خطر بروز ترومبوز مغزي و مرگ در بيماراني كه دچار حمله پيش¬‌رونده شديد و ناگهاني مي¬‌شوند، مصرف مي¬‌شود.,,,,,,,https://irc.fda.gov.ir/NFI/Detail/9930
27,RANITIDINE,11472,RANITIDINE SOLUTION ORAL 75 mg/5mL 200MILLILITER,SOLUTION,ORAL,البرز دارو,1398/12/13,"[{'insurance': 'niro_mosalah', 'MinPrice': 840, 'MaxPrice': 840}]",90000,06260152421205,5360432493143301,1 BOTTLE in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=35ba54ee-7f7c-4eab-b4a8-24cd1eda0264,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=35ba54ee-7f7c-4eab-b4a8-24cd1eda0264,رانيتيدين در درمان كوتاه مدت زخم¬‌هاي فعال دوازدهه يا زخم‌¬هاي فعال و خوش¬خيم معده، برگشت محتويات معده به مري، پیشگیری از ایجاد زخم معده یا دوازدهه مصرف می شود.,,,"1- در سيروز كبدي و ناراحتي‎‌¬هاي كليوي متوسط تا شديد، خطر بروز عوارض جانبي به-خصوص عوارض عصبي دارو وجود دارد.
2- مصرف اين دارو بيش از 12 هفته مداوم توصيه نمی‌شود.
3- این دارو ممکن است علائم سرطان معده یا دوازدهه را بپوشاند.","1- در سيروز كبدي و ناراحتي‎‌¬هاي كليوي متوسط تا شديد، خطر بروز عوارض جانبي به-خصوص عوارض عصبي دارو وجود دارد.
2- مصرف اين دارو بيش از 12 هفته مداوم توصيه نمی‌شود.
3- این دارو ممکن است علائم سرطان معده یا دوازدهه را بپوشاند.",جذب اين دارو در حضور آنتي¬‎اسيد‌ها كاهش مي‎¬يابد.,كشيدن سيگار موجب كاهش اثر اين دارو می‌¬شود.,https://irc.fda.gov.ir/NFI/Detail/5091
28,VOXAM,50293,FLUVOXAMINE MALEATE TABLET ORAL 100 mg,TABLET,ORAL,داروسازی تهران دارو,1402/08/21,"[{'insurance': 'tamin', 'MinPrice': 200, 'MaxPrice': 200}, {'insurance': 'niro_mosalah', 'MinPrice': 3450, 'MaxPrice': 3450}]",8200,06260153905841,5968786627674282,30 TABLET in 3 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=95e624ee-878d-40c1-9809-261ba53bc104,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=95e624ee-878d-40c1-9809-261ba53bc104,ين دارو در درمان وسواس و افسردگی به¬ كار می¬‌رود.,,,"1- در بيماران مبتلا به نارسايي كبدي يا سابقه حمله عصبي با احتياط فراوان مصرف شود.
2- به ¬دليل تمايل به خودكشي در اين بيماران بايد كمترين مقدار ممكن از دارو در اختيار بيمار قرار گيرد.","1- در بيماران مبتلا به نارسايي كبدي يا سابقه حمله عصبي با احتياط فراوان مصرف شود.
2- به ¬دليل تمايل به خودكشي در اين بيماران بايد كمترين مقدار ممكن از دارو در اختيار بيمار قرار گيرد.",اين دارو غلظت پلاسمايي فني¬‎توئين، كينيدين،‌ ‌هالوپریدول، سيزاپرايد،‌ترفنادين، آلپرازولام، تريازولام،‌ ديازپام، ميدازولام،‌پروپرانولول، متوپرولول، كافئين، تئوفيلين،‌ كاربامازپين، ‌كلوزاپين، متادون و وارفارين را افزايش مي‌¬دهد. مصرف همزمان اين دارو با دارو‌¬هاي ضدافسردگي سه¬حلقه¬اي و دارو‌¬هاي مقلد سروتونين موجب تشديد عوارض جانبي دارو می‌-شود. مصرف اين دارو همزمان با مهاركنندگان مونوآمين اكسيداز می¬‌تواند منجر به واكنش‌-هاي خطرناك كشنده شود. مصرف همزمان الكل می¬‌تواند موجب تضعيف شديد CNS گردد. مصرف همزمان اين دارو با ديلتيازم موجب بروز برادي‎¬كاردي می‌¬شود.,"1- در صورت مصرف همزمان فلووكسامين با بتابلاکرها، تئوفيلين، كاربامازپين، كلوزاپين، متادون و ديلتيازم مقدارمصرف اين داروها را بايد كاهش داد.
2- در بيماران مبتلا به اختلال كبدي،‌ مقدار مصرف دارو را بايد كاهش داد.
3- در صورت تجويز بلند¬مدت اين دارو براي كودكان،‌ بايد پارامتر‌¬هاي رشد را كنترل كرد.
4- حداقل 14روز فاصله زماني بين مصرف مهاركننده¬‎‌هاي مونوآمين ‎اكسيداز و فلووكسامين بايد در نظر گرفته شود. 
5- مصرف اين دارو بايد به ¬تدريج قطع شود. در هر7 -5 روز يك بار، مقدار مصرف را بايد به ميزان 50 میلی‌گرم كاهش داد.
6- برای دستيابي به اثرات درماني دارو ممكن است چند هفته زمان لازم باشد.
7-  در صورت بروز بثورات پوستي، كهير يا ساير واكنش‌¬هاي آلرژیک پوستي به پزشك مراجعه شود.
8-  به¬ دليل عوارض خواب¬‎آلودگي، اختلال بينايي و اختلال در فكركردن هنگام رانندگي يا انجام كار¬‌هايی كه نياز به هوشياري و دقت دارند بايد احتياط كرد.",https://irc.fda.gov.ir/NFI/Detail/7985
